state,district id,court id,court name,url,key value to Navigate
bihar,buxar,BRBU22,Dumraon Civil Division,https://buxar.dcourts.gov.in/court-orders-search-by-order-date/,buxar
bihar,darbhanga,BRDA01,DJ Div. Darbhanga,https://darbhanga.dcourts.gov.in/court-orders-search-by-order-date/,darbhanga
bihar,darbhanga,BRDA03,Civil Div. Darbhanga,https://darbhanga.dcourts.gov.in/court-orders-search-by-order-date/,darbhanga
bihar,darbhanga,BRDA02,CJM Div. Darbhanga,https://darbhanga.dcourts.gov.in/court-orders-search-by-order-date/,darbhanga
bihar,darbhanga,BRDA99,JJ Board Darbhanga,https://darbhanga.dcourts.gov.in/court-orders-search-by-order-date/,darbhanga
bihar,darbhanga,BRDA20,Biraul DJ Division,https://darbhanga.dcourts.gov.in/court-orders-search-by-order-date/,darbhanga
bihar,darbhanga,BRDA21,Biraul CJM Division,https://darbhanga.dcourts.gov.in/court-orders-search-by-order-date/,darbhanga
bihar,darbhanga,BRDA22,Biraul Civil Division,https://darbhanga.dcourts.gov.in/court-orders-search-by-order-date/,darbhanga
bihar,darbhanga,BRDA10,"D J Division, Benipur",https://darbhanga.dcourts.gov.in/court-orders-search-by-order-date/,darbhanga
bihar,darbhanga,BRDA12,Civil Div. Benipur,https://darbhanga.dcourts.gov.in/court-orders-search-by-order-date/,darbhanga
bihar,darbhanga,BRDA11,"CJM Division, Benipur",https://darbhanga.dcourts.gov.in/court-orders-search-by-order-date/,darbhanga
bihar,motihari,BREC31,Areraj CJM Division,https://motihari.dcourts.gov.in/court-orders-search-by-order-date/,motihari
bihar,motihari,BREC32,Areraj Civil Division,https://motihari.dcourts.gov.in/court-orders-search-by-order-date/,motihari
bihar,motihari,BREC01,DJ Div. Motihari,https://motihari.dcourts.gov.in/court-orders-search-by-order-date/,motihari
bihar,motihari,BREC03,Civil Div. Motihari,https://motihari.dcourts.gov.in/court-orders-search-by-order-date/,motihari
bihar,motihari,BREC02,CJM Div. Motihari,https://motihari.dcourts.gov.in/court-orders-search-by-order-date/,motihari
bihar,motihari,BREC99,JJ Board Motihari,https://motihari.dcourts.gov.in/court-orders-search-by-order-date/,motihari
bihar,motihari,BREC11,Sikrahna CJM Division,https://motihari.dcourts.gov.in/court-orders-search-by-order-date/,motihari
bihar,motihari,BREC12,Sikrahna Civil Division,https://motihari.dcourts.gov.in/court-orders-search-by-order-date/,motihari
bihar,gopalganj,BRGO01,DJ Div. Gopalganj,https://gopalganj.dcourts.gov.in/court-orders-search-by-order-date/,gopalganj
bihar,gopalganj,BRGO02,CJM Div. Gopalganj,https://gopalganj.dcourts.gov.in/court-orders-search-by-order-date/,gopalganj
bihar,gopalganj,BRGO03,Civil Div. Gopalganj,https://gopalganj.dcourts.gov.in/court-orders-search-by-order-date/,gopalganj
bihar,gopalganj,BRGO99,JJ Board Gopalganj,https://gopalganj.dcourts.gov.in/court-orders-search-by-order-date/,gopalganj
bihar,gopalganj,BRGO12,Hathua Civil Division,https://gopalganj.dcourts.gov.in/court-orders-search-by-order-date/,gopalganj
bihar,gopalganj,BRGO13,Hathua Civil Judge Junior Division,https://gopalganj.dcourts.gov.in/court-orders-search-by-order-date/,gopalganj
bihar,jamui,BRJA01,DJ Div. Jamui,https://jamui.dcourts.gov.in/court-orders-search-by-order-date/,jamui
bihar,jamui,BRJA02,CJM Div. Jamui,https://jamui.dcourts.gov.in/court-orders-search-by-order-date/,jamui
bihar,jamui,BRJA03,Civil Div. Jamui,https://jamui.dcourts.gov.in/court-orders-search-by-order-date/,jamui
bihar,jamui,BRJA99,JJ Board Jamui,https://jamui.dcourts.gov.in/court-orders-search-by-order-date/,jamui
bihar,jehanabad,BRJE01,Jehanabad DJ Div,https://jehanabad.dcourts.gov.in/court-orders-search-by-order-date/,jehanabad
bihar,jehanabad,BRJE02,Jehanabad CJM Div,https://jehanabad.dcourts.gov.in/court-orders-search-by-order-date/,jehanabad
bihar,jehanabad,BRJE03,Jehanabad Civil Div,https://jehanabad.dcourts.gov.in/court-orders-search-by-order-date/,jehanabad
bihar,jehanabad,BRJE99,JJ Board Jehanabad,https://jehanabad.dcourts.gov.in/court-orders-search-by-order-date/,jehanabad
bihar,jehanabad,BRJE10,Arwal DJ Div,https://jehanabad.dcourts.gov.in/court-orders-search-by-order-date/,jehanabad
bihar,jehanabad,BRJE11,Arwal CJM Div,https://jehanabad.dcourts.gov.in/court-orders-search-by-order-date/,jehanabad
bihar,jehanabad,BRJE12,Arwal Civil Div,https://jehanabad.dcourts.gov.in/court-orders-search-by-order-date/,jehanabad
bihar,bhabua,BRKM01,DJ Div. Bhabhua,https://bhabua.dcourts.gov.in/court-orders-search-by-order-date/,bhabua
bihar,bhabua,BRKM02,CJM Div. Bhabhua,https://bhabua.dcourts.gov.in/court-orders-search-by-order-date/,bhabua
bihar,bhabua,BRKM03,Civil Div. Bhabhua,https://bhabua.dcourts.gov.in/court-orders-search-by-order-date/,bhabua
bihar,bhabua,BRKM99,JJ Board Bhabhua,https://bhabua.dcourts.gov.in/court-orders-search-by-order-date/,bhabua
bihar,bhabua,BRKM11,Mohaniya CJM Div,https://bhabua.dcourts.gov.in/court-orders-search-by-order-date/,bhabua
bihar,bhabua,BRKM12,Mohaniya Civil Div,https://bhabua.dcourts.gov.in/court-orders-search-by-order-date/,bhabua
bihar,khagaria,BRKH10,Gogri DJ Division,https://khagaria.dcourts.gov.in/court-orders-search-by-order-date/,khagaria
bihar,khagaria,BRKH11,Gogri CJM Division,https://khagaria.dcourts.gov.in/court-orders-search-by-order-date/,khagaria
bihar,khagaria,BRKH12,Gogri Civil Division,https://khagaria.dcourts.gov.in/court-orders-search-by-order-date/,khagaria
bihar,khagaria,BRKH01,DJ Div. Khagaria,https://khagaria.dcourts.gov.in/court-orders-search-by-order-date/,khagaria
bihar,khagaria,BRKH03,Civil Div. Khagaria,https://khagaria.dcourts.gov.in/court-orders-search-by-order-date/,khagaria
bihar,khagaria,BRKH02,CJM Div. Khagaria,https://khagaria.dcourts.gov.in/court-orders-search-by-order-date/,khagaria
bihar,khagaria,BRKH99,JJ Board Khagaria,https://khagaria.dcourts.gov.in/court-orders-search-by-order-date/,khagaria
bihar,kishanganj,BRKI01,DJ Div. Kishanganj,https://kishanganj.dcourts.gov.in/court-orders-search-by-order-date/,kishanganj
bihar,kishanganj,BRKI03,Civil Div. Kishanganj,https://kishanganj.dcourts.gov.in/court-orders-search-by-order-date/,kishanganj
bihar,kishanganj,BRKI02,CJM Div. Kishanganj,https://kishanganj.dcourts.gov.in/court-orders-search-by-order-date/,kishanganj
bihar,kishanganj,BRKI99,JJ Board Kishanganj,https://kishanganj.dcourts.gov.in/court-orders-search-by-order-date/,kishanganj
bihar,lakhisarai,BRLA03,Civil Div. Lakhisarai,https://lakhisarai.dcourts.gov.in/court-orders-search-by-order-date/,lakhisarai
bihar,lakhisarai,BRLA01,DJ Div. Lakhisarai,https://lakhisarai.dcourts.gov.in/court-orders-search-by-order-date/,lakhisarai
bihar,lakhisarai,BRLA02,CJM Div. Lakhisarai,https://lakhisarai.dcourts.gov.in/court-orders-search-by-order-date/,lakhisarai
bihar,lakhisarai,BRLA99,JJ Board Lakhisarai,https://lakhisarai.dcourts.gov.in/court-orders-search-by-order-date/,lakhisarai
bihar,madhepura,BRMP01,DJ Div. Madhepura,https://madhepura.dcourts.gov.in/court-orders-search-by-order-date/,madhepura
bihar,madhepura,BRMP02,CJM Div. Madhepura,https://madhepura.dcourts.gov.in/court-orders-search-by-order-date/,madhepura
bihar,madhepura,BRMP03,Civil Div. Madhepura,https://madhepura.dcourts.gov.in/court-orders-search-by-order-date/,madhepura
bihar,madhepura,BRMP04,JJ Board Madhepura,https://madhepura.dcourts.gov.in/court-orders-search-by-order-date/,madhepura
bihar,madhepura,BRMP10,Uda-Kishunganj DJ Div.,https://madhepura.dcourts.gov.in/court-orders-search-by-order-date/,madhepura
bihar,madhepura,BRMP11,Uda-Kishunganj CJM Div.,https://madhepura.dcourts.gov.in/court-orders-search-by-order-date/,madhepura
bihar,madhepura,BRMP12,Uda-Kishunganj Civil Div.,https://madhepura.dcourts.gov.in/court-orders-search-by-order-date/,madhepura
bihar,madhubani,BRMB10,DJ Div. Jhanjharpur,https://madhubani.dcourts.gov.in/court-orders-search-by-order-date/,madhubani
bihar,madhubani,BRMB11,CJM Div. Jhanjharpur,https://madhubani.dcourts.gov.in/court-orders-search-by-order-date/,madhubani
bihar,madhubani,BRMB12,Civil Div. Jhanjharpur,https://madhubani.dcourts.gov.in/court-orders-search-by-order-date/,madhubani
bihar,madhubani,BRMB13,Jhanjharpur Civil Jr. Division,https://madhubani.dcourts.gov.in/court-orders-search-by-order-date/,madhubani
bihar,madhubani,BRMB20,Benipatti DJ Division,https://madhubani.dcourts.gov.in/court-orders-search-by-order-date/,madhubani
bihar,madhubani,BRMB21,Benipatti CJM Division,https://madhubani.dcourts.gov.in/court-orders-search-by-order-date/,madhubani
bihar,madhubani,BRMB22,Benipatti Civil Division,https://madhubani.dcourts.gov.in/court-orders-search-by-order-date/,madhubani
bihar,madhubani,BRMB03,Civil Div. Madhubani,https://madhubani.dcourts.gov.in/court-orders-search-by-order-date/,madhubani
bihar,madhubani,BRMB02,CJM Div. Madhubani,https://madhubani.dcourts.gov.in/court-orders-search-by-order-date/,madhubani
bihar,madhubani,BRMB01,DJ Div. Madhubani,https://madhubani.dcourts.gov.in/court-orders-search-by-order-date/,madhubani
bihar,madhubani,BRMB99,JJ Board Madhubani,https://madhubani.dcourts.gov.in/court-orders-search-by-order-date/,madhubani
bihar,munger,BRMG01,DJ Div. Munger,https://munger.dcourts.gov.in/court-orders-search-by-order-date/,munger
bihar,munger,BRMG03,Civil Div. Munger,https://munger.dcourts.gov.in/court-orders-search-by-order-date/,munger
bihar,munger,BRMG02,CJM Div. Munger,https://munger.dcourts.gov.in/court-orders-search-by-order-date/,munger
bihar,munger,BRMG99,JJ Board Munger,https://munger.dcourts.gov.in/court-orders-search-by-order-date/,munger
bihar,muzaffarpur,BRMZ01,Muzaffarpur DJ Div.,https://muzaffarpur.dcourts.gov.in/court-orders-search-by-order-date/,muzaffarpur
bihar,muzaffarpur,BRMZ02,Muzaffarpur CJM Div.,https://muzaffarpur.dcourts.gov.in/court-orders-search-by-order-date/,muzaffarpur
bihar,muzaffarpur,BRMZ03,Muzaffarpur Civil Sr. Div.,https://muzaffarpur.dcourts.gov.in/court-orders-search-by-order-date/,muzaffarpur
bihar,muzaffarpur,BRMZ06,Muzaffarpur Civil Jr. Div.,https://muzaffarpur.dcourts.gov.in/court-orders-search-by-order-date/,muzaffarpur
bihar,muzaffarpur,BRMZ99,JJ Board Muzaffarpur,https://muzaffarpur.dcourts.gov.in/court-orders-search-by-order-date/,muzaffarpur
bihar,muzaffarpur,BRMZ04,Muzaffarpur West CJM Div.,https://muzaffarpur.dcourts.gov.in/court-orders-search-by-order-date/,muzaffarpur
bihar,muzaffarpur,BRMZ05,Muzaffarpur West Civil Sr. Div.,https://muzaffarpur.dcourts.gov.in/court-orders-search-by-order-date/,muzaffarpur
bihar,muzaffarpur,BRMZ07,Muzaffarpur West Civil Jr. Div.,https://muzaffarpur.dcourts.gov.in/court-orders-search-by-order-date/,muzaffarpur
bihar,nalanda,BRNL10,DJ Div. Hilsa,https://nalanda.dcourts.gov.in/court-orders-search-by-order-date/,nalanda
bihar,nalanda,BRNL12,Civil Div. Hilsa,https://nalanda.dcourts.gov.in/court-orders-search-by-order-date/,nalanda
bihar,nalanda,BRNL11,CJM Div. Hilsa,https://nalanda.dcourts.gov.in/court-orders-search-by-order-date/,nalanda
bihar,nalanda,BRNL13,Hilsa Civil Judge Jr. Div.,https://nalanda.dcourts.gov.in/court-orders-search-by-order-date/,nalanda
bihar,nalanda,BRNL01,Nalanda DJ Div.,https://nalanda.dcourts.gov.in/court-orders-search-by-order-date/,nalanda
bihar,nalanda,BRNL02,Nalanda CJM Div.,https://nalanda.dcourts.gov.in/court-orders-search-by-order-date/,nalanda
bihar,nalanda,BRNL03,Nalanda Civil Sr. Div.,https://nalanda.dcourts.gov.in/court-orders-search-by-order-date/,nalanda
bihar,nalanda,BRNL04,Nalanda Civil Jr. Div.,https://nalanda.dcourts.gov.in/court-orders-search-by-order-date/,nalanda
bihar,nalanda,BRNL99,JJ Board Nalanda,https://nalanda.dcourts.gov.in/court-orders-search-by-order-date/,nalanda
bihar,patna,BRPA12,Civil Div. Patna City,https://patna.dcourts.gov.in/court-orders-search-by-order-date/,patna
bihar,patna,BRPA11,CJM Div. Patna City,https://patna.dcourts.gov.in/court-orders-search-by-order-date/,patna
bihar,patna,BRPA10,DJ Div. Patna City,https://patna.dcourts.gov.in/court-orders-search-by-order-date/,patna
bihar,patna,BRPA99,JJ Board Patna City,https://patna.dcourts.gov.in/court-orders-search-by-order-date/,patna
bihar,patna,BRPA30,Barh DJ Division,https://patna.dcourts.gov.in/court-orders-search-by-order-date/,patna
bihar,patna,BRPA31,Barh CJM Division,https://patna.dcourts.gov.in/court-orders-search-by-order-date/,patna
bihar,patna,BRPA32,Barh Civil Division,https://patna.dcourts.gov.in/court-orders-search-by-order-date/,patna
bihar,patna,BRPA50,Paliganj DJ Division,https://patna.dcourts.gov.in/court-orders-search-by-order-date/,patna
bihar,patna,BRPA51,Paliganj CJM Division,https://patna.dcourts.gov.in/court-orders-search-by-order-date/,patna
bihar,patna,BRPA52,Paliganj Civil Division,https://patna.dcourts.gov.in/court-orders-search-by-order-date/,patna
bihar,patna,BRPA40,Masaurhi DJ Division,https://patna.dcourts.gov.in/court-orders-search-by-order-date/,patna
bihar,patna,BRPA42,Masaurhi Civil Division,https://patna.dcourts.gov.in/court-orders-search-by-order-date/,patna
bihar,patna,BRPA41,Masaurhi CJM Division,https://patna.dcourts.gov.in/court-orders-search-by-order-date/,patna
bihar,patna,BRPA20,DJ Div. Danapur,https://patna.dcourts.gov.in/court-orders-search-by-order-date/,patna
bihar,patna,BRPA21,CJM Div. Danapur,https://patna.dcourts.gov.in/court-orders-search-by-order-date/,patna
bihar,patna,BRPA22,Civil Div. Danapur,https://patna.dcourts.gov.in/court-orders-search-by-order-date/,patna
bihar,patna,BRPA01,DJ Div. Patna Sadar,https://patna.dcourts.gov.in/court-orders-search-by-order-date/,patna
bihar,patna,BRPA02,CJM Div. Patna Sadar,https://patna.dcourts.gov.in/court-orders-search-by-order-date/,patna
bihar,patna,BRPA03,Civil Div. Patna Sadar,https://patna.dcourts.gov.in/court-orders-search-by-order-date/,patna
bihar,purnea,BRPU11,Banmankhi CJM Division,https://purnea.dcourts.gov.in/court-orders-search-by-order-date/,purnea
bihar,purnea,BRPU12,Banmankhi Civil Division,https://purnea.dcourts.gov.in/court-orders-search-by-order-date/,purnea
bihar,purnea,BRPU21,Dhamdaha CJM Division,https://purnea.dcourts.gov.in/court-orders-search-by-order-date/,purnea
bihar,purnea,BRPU22,Dhamdaha Civil Division,https://purnea.dcourts.gov.in/court-orders-search-by-order-date/,purnea
bihar,purnea,BRPU31,Baisi CJM Division,https://purnea.dcourts.gov.in/court-orders-search-by-order-date/,purnea
bihar,purnea,BRPU32,Baisi Civil Division,https://purnea.dcourts.gov.in/court-orders-search-by-order-date/,purnea
bihar,purnea,BRPU01,DJ Div. Purnea,https://purnea.dcourts.gov.in/court-orders-search-by-order-date/,purnea
bihar,purnea,BRPU02,CJM Div. Purnea,https://purnea.dcourts.gov.in/court-orders-search-by-order-date/,purnea
bihar,purnea,BRPU03,Civil Div. Purnea,https://purnea.dcourts.gov.in/court-orders-search-by-order-date/,purnea
bihar,purnea,BRPU99,JJ Board Purnea,https://purnea.dcourts.gov.in/court-orders-search-by-order-date/,purnea
bihar,rohtas,BRRO01,DJ Div. Rohtas,https://rohtas.dcourts.gov.in/court-orders-search-by-order-date/,rohtas
bihar,rohtas,BRRO02,CJM Div. Rohtas,https://rohtas.dcourts.gov.in/court-orders-search-by-order-date/,rohtas
bihar,rohtas,BRRO03,Civil Div. Rohtas,https://rohtas.dcourts.gov.in/court-orders-search-by-order-date/,rohtas
bihar,rohtas,BRRO99,JJ Board Rohtas,https://rohtas.dcourts.gov.in/court-orders-search-by-order-date/,rohtas
bihar,rohtas,BRRO20,Dehri DJ Division,https://rohtas.dcourts.gov.in/court-orders-search-by-order-date/,rohtas
bihar,rohtas,BRRO21,Dehri CJM Division,https://rohtas.dcourts.gov.in/court-orders-search-by-order-date/,rohtas
bihar,rohtas,BRRO22,Dehri Civil Division,https://rohtas.dcourts.gov.in/court-orders-search-by-order-date/,rohtas
bihar,rohtas,BRRO10,DJ Div. Bikramganj,https://rohtas.dcourts.gov.in/court-orders-search-by-order-date/,rohtas
bihar,rohtas,BRRO11,CJM Div. Bikramganj,https://rohtas.dcourts.gov.in/court-orders-search-by-order-date/,rohtas
bihar,rohtas,BRRO12,Civil Div. Bikramganj,https://rohtas.dcourts.gov.in/court-orders-search-by-order-date/,rohtas
bihar,saharsa,BRSH01,DJ Div. Saharsa,https://saharsa.dcourts.gov.in/court-orders-search-by-order-date/,saharsa
bihar,saharsa,BRSH02,CJM Div. Saharsa,https://saharsa.dcourts.gov.in/court-orders-search-by-order-date/,saharsa
bihar,saharsa,BRSH03,Civil Div. Saharsa,https://saharsa.dcourts.gov.in/court-orders-search-by-order-date/,saharsa
bihar,saharsa,BRSH99,JJ Board Saharsa,https://saharsa.dcourts.gov.in/court-orders-search-by-order-date/,saharsa
bihar,saharsa,BRSH12,"Civil Division, Simri Bakhtiyarpur",https://saharsa.dcourts.gov.in/court-orders-search-by-order-date/,saharsa
bihar,samastipur,BRSM10,DJ Div. Dalsinghsarai,https://samastipur.dcourts.gov.in/court-orders-search-by-order-date/,samastipur
bihar,samastipur,BRSM11,CJM Div Dalsinghsarai,https://samastipur.dcourts.gov.in/court-orders-search-by-order-date/,samastipur
bihar,samastipur,BRSM12,Civil Div. Dalsinghsarai,https://samastipur.dcourts.gov.in/court-orders-search-by-order-date/,samastipur
bihar,samastipur,BRSM20,DJ Div. Rosera,https://samastipur.dcourts.gov.in/court-orders-search-by-order-date/,samastipur
bihar,samastipur,BRSM21,CJM Div. Rosera,https://samastipur.dcourts.gov.in/court-orders-search-by-order-date/,samastipur
bihar,samastipur,BRSM22,Civil Div. Rosera,https://samastipur.dcourts.gov.in/court-orders-search-by-order-date/,samastipur
bihar,samastipur,BRSM30,Sahpur Patori DJ Div,https://samastipur.dcourts.gov.in/court-orders-search-by-order-date/,samastipur
bihar,samastipur,BRSM32,Sahpur Patori Civil Div,https://samastipur.dcourts.gov.in/court-orders-search-by-order-date/,samastipur
bihar,samastipur,BRSM31,Shahpur patori CJM Div.,https://samastipur.dcourts.gov.in/court-orders-search-by-order-date/,samastipur
bihar,samastipur,BRSM01,DJ Div. Samastipur,https://samastipur.dcourts.gov.in/court-orders-search-by-order-date/,samastipur
bihar,samastipur,BRSM02,CJM Div. Samastipur,https://samastipur.dcourts.gov.in/court-orders-search-by-order-date/,samastipur
bihar,samastipur,BRSM03,Civil Div. Samastipur,https://samastipur.dcourts.gov.in/court-orders-search-by-order-date/,samastipur
bihar,samastipur,BRSM99,JJ Board Samastipur,https://samastipur.dcourts.gov.in/court-orders-search-by-order-date/,samastipur
bihar,saran,BRSR12,Sonepur Civil Division,https://saran.dcourts.gov.in/court-orders-search-by-order-date/,saran
bihar,saran,BRSR11,Sonepur CJM Division,https://saran.dcourts.gov.in/court-orders-search-by-order-date/,saran
bihar,saran,BRSR10,Sonepur DJ Division,https://saran.dcourts.gov.in/court-orders-search-by-order-date/,saran
bihar,saran,BRSR01,DJ Div. Saran at Chapra,https://saran.dcourts.gov.in/court-orders-search-by-order-date/,saran
bihar,saran,BRSR03,Civil Div. Saran at Chapra,https://saran.dcourts.gov.in/court-orders-search-by-order-date/,saran
bihar,saran,BRSR02,CJM Div. Saran at Chapra,https://saran.dcourts.gov.in/court-orders-search-by-order-date/,saran
bihar,saran,BRSR99,JJ Board Saran,https://saran.dcourts.gov.in/court-orders-search-by-order-date/,saran
bihar,sheikhpura,BRSP01,DJ Div. Sheikhpura,https://sheikhpura.dcourts.gov.in/court-orders-search-by-order-date/,sheikhpura
bihar,sheikhpura,BRSP03,Civil Div. Sheikhpura,https://sheikhpura.dcourts.gov.in/court-orders-search-by-order-date/,sheikhpura
bihar,sheikhpura,BRSP02,CJM Div. Sheikhpura,https://sheikhpura.dcourts.gov.in/court-orders-search-by-order-date/,sheikhpura
bihar,sheikhpura,BRSP99,JJ Board Sheikhpura,https://sheikhpura.dcourts.gov.in/court-orders-search-by-order-date/,sheikhpura
bihar,sheohar,BRSO01,Sheohar DJ Div.,https://sheohar.dcourts.gov.in/court-orders-search-by-order-date/,sheohar
bihar,sheohar,BRSO02,Sheohar CJM Div.,https://sheohar.dcourts.gov.in/court-orders-search-by-order-date/,sheohar
bihar,sheohar,BRSO03,Sheohar Civil Sr. Div.,https://sheohar.dcourts.gov.in/court-orders-search-by-order-date/,sheohar
bihar,sheohar,BRSO04,Sheohar Civil Jr. Div.,https://sheohar.dcourts.gov.in/court-orders-search-by-order-date/,sheohar
bihar,sheohar,BRSO99,JJ Board Sheohar,https://sheohar.dcourts.gov.in/court-orders-search-by-order-date/,sheohar
bihar,siwan,BRSW01,DJ Div. Siwan,https://siwan.dcourts.gov.in/court-orders-search-by-order-date/,siwan
bihar,siwan,BRSW03,Civil Div. Siwan,https://siwan.dcourts.gov.in/court-orders-search-by-order-date/,siwan
bihar,siwan,BRSW02,CJM Div. Siwan,https://siwan.dcourts.gov.in/court-orders-search-by-order-date/,siwan
bihar,siwan,BRSW99,JJ Board Siwan,https://siwan.dcourts.gov.in/court-orders-search-by-order-date/,siwan
bihar,vaishali,BRVA01,Vaishali DJ Div.,https://vaishali.dcourts.gov.in/court-orders-search-by-order-date/,vaishali
bihar,vaishali,BRVA02,Vaishali CJM Div.,https://vaishali.dcourts.gov.in/court-orders-search-by-order-date/,vaishali
bihar,vaishali,BRVA03,Vaishali Civil Sr. Div.,https://vaishali.dcourts.gov.in/court-orders-search-by-order-date/,vaishali
bihar,vaishali,BRVA04,Vaishali Civil Jr. Div.,https://vaishali.dcourts.gov.in/court-orders-search-by-order-date/,vaishali
bihar,vaishali,BRVA99,JJ Board Vaishali,https://vaishali.dcourts.gov.in/court-orders-search-by-order-date/,vaishali
bihar,bettiah,BRWC02,CJM Div. Bettiah,https://bettiah.dcourts.gov.in/court-orders-search-by-order-date/,bettiah
bihar,bettiah,BRWC01,DJ Div. Bettiah,https://bettiah.dcourts.gov.in/court-orders-search-by-order-date/,bettiah
bihar,bettiah,BRWC03,Civil Div. Bettiah,https://bettiah.dcourts.gov.in/court-orders-search-by-order-date/,bettiah
bihar,bettiah,BRWC99,JJ Board Bettiah,https://bettiah.dcourts.gov.in/court-orders-search-by-order-date/,bettiah
bihar,bettiah,BRWC10,Bagha Sub Div. Court,https://bettiah.dcourts.gov.in/court-orders-search-by-order-date/,bettiah
bihar,bettiah,BRWC22,Narkatiaganj Civil Division,https://bettiah.dcourts.gov.in/court-orders-search-by-order-date/,bettiah
chandigarh-district-court,chandigarh,CHCH01,"District and Sessions Court, Chandigarh",https://chandigarh.dcourts.gov.in/court-orders-search-by-order-date/,chandigarh
chandigarh-district-court,chandigarh,CHCH02,"Civil Judge Senior Division, Chandigarh",https://chandigarh.dcourts.gov.in/court-orders-search-by-order-date/,chandigarh
chandigarh-district-court,chandigarh,CHCH03,"Chief Judicial Magistrate, Chandigarh",https://chandigarh.dcourts.gov.in/court-orders-search-by-order-date/,chandigarh
chhattisgarh,korea,CGKY06,"Civil Court Chirmiri, Koriya",https://korea.dcourts.gov.in/court-orders-search-by-order-date/,korea
chhattisgarh,korea,CGKY10,"Additional District and Sessions Court Chirmiri, Koriya",https://korea.dcourts.gov.in/court-orders-search-by-order-date/,korea
chhattisgarh,korea,CGKY07,Civil Court Janakpur,https://korea.dcourts.gov.in/court-orders-search-by-order-date/,korea
chhattisgarh,korea,CGKY01,"District and Session Court, Koriya",https://korea.dcourts.gov.in/court-orders-search-by-order-date/,korea
chhattisgarh,korea,CGKY02,"Chief Judicial Magistrate, Koriya",https://korea.dcourts.gov.in/court-orders-search-by-order-date/,korea
chhattisgarh,korea,CGKY08,"Juvenile Justice Board, Koriya",https://korea.dcourts.gov.in/court-orders-search-by-order-date/,korea
chhattisgarh,korea,CGKY09,"Family Court, Koriya",https://korea.dcourts.gov.in/court-orders-search-by-order-date/,korea
chhattisgarh,korea,CGKY03,"Additional District and Sessions Court, Manendragarh",https://korea.dcourts.gov.in/court-orders-search-by-order-date/,korea
chhattisgarh,korea,CGKY04,Civil Court and JMFC Manendragarh,https://korea.dcourts.gov.in/court-orders-search-by-order-date/,korea
chhattisgarh,korea,CGKY05,"Family Court, Manendragarh",https://korea.dcourts.gov.in/court-orders-search-by-order-date/,korea
chhattisgarh,korba,CGKB07,Civil Court Pali,https://korba.dcourts.gov.in/court-orders-search-by-order-date/,korba
chhattisgarh,korba,CGKB04,"Additional District and Sessions Court, Katghora",https://korba.dcourts.gov.in/court-orders-search-by-order-date/,korba
chhattisgarh,korba,CGKB05,Civil Court Katghora,https://korba.dcourts.gov.in/court-orders-search-by-order-date/,korba
chhattisgarh,korba,CGKB09,"Family Court, Katghora",https://korba.dcourts.gov.in/court-orders-search-by-order-date/,korba
chhattisgarh,korba,CGKB01,"District and Session court, Korba",https://korba.dcourts.gov.in/court-orders-search-by-order-date/,korba
chhattisgarh,korba,CGKB02,"Chief Judicial Magistrate, Korba",https://korba.dcourts.gov.in/court-orders-search-by-order-date/,korba
chhattisgarh,korba,CGKB08,"Juvenile Justice Board, Korba",https://korba.dcourts.gov.in/court-orders-search-by-order-date/,korba
chhattisgarh,korba,CGKB03,"Family Court, Korba",https://korba.dcourts.gov.in/court-orders-search-by-order-date/,korba
chhattisgarh,korba,CGKB06,Civil Court Kartala,https://korba.dcourts.gov.in/court-orders-search-by-order-date/,korba
chhattisgarh,kondagaon,CGKG04,Civil Court Narayanpur,https://kondagaon.dcourts.gov.in/court-orders-search-by-order-date/,kondagaon
chhattisgarh,kondagaon,CGKG06,"Juvenile Justice Board, Narayanpur",https://kondagaon.dcourts.gov.in/court-orders-search-by-order-date/,kondagaon
chhattisgarh,kondagaon,CGKG03,Civil Court Keshkal,https://kondagaon.dcourts.gov.in/court-orders-search-by-order-date/,kondagaon
chhattisgarh,kondagaon,CGKG01,"District and Sessions Court, Kondagaon",https://kondagaon.dcourts.gov.in/court-orders-search-by-order-date/,kondagaon
chhattisgarh,kondagaon,CGKG02,"Chief Judicial Majistrate, Kondagaon",https://kondagaon.dcourts.gov.in/court-orders-search-by-order-date/,kondagaon
chhattisgarh,kondagaon,CGKG05,"Juvenile Justice Board, Kondagaon",https://kondagaon.dcourts.gov.in/court-orders-search-by-order-date/,kondagaon
chhattisgarh,kondagaon,CGKG07,Family Court Kondagaon,https://kondagaon.dcourts.gov.in/court-orders-search-by-order-date/,kondagaon
chhattisgarh,kabirdham-kawardha,CGKW01,"District and Session Court, Kawardha",https://kabirdham.dcourts.gov.in/court-orders-search-by-order-date/,kabirdham
chhattisgarh,kabirdham-kawardha,CGKW02,"Chief Judicial Magistrate,Kawardha",https://kabirdham.dcourts.gov.in/court-orders-search-by-order-date/,kabirdham
chhattisgarh,kabirdham-kawardha,CGKW05,"Juvenile Justice Board, Kawardha",https://kabirdham.dcourts.gov.in/court-orders-search-by-order-date/,kabirdham
chhattisgarh,kabirdham-kawardha,CGKW03,"Family Court, Kawardha",https://kabirdham.dcourts.gov.in/court-orders-search-by-order-date/,kabirdham
chhattisgarh,kabirdham-kawardha,CGKW04,"Civil Court, Pandariya",https://kabirdham.dcourts.gov.in/court-orders-search-by-order-date/,kabirdham
